QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
M19473.1	SRR14001039	157.95	97.58	97.56	SAMN18354071	COPSAC corhot study of infant gut microbiome
M19473.1	SRR14001040	157.95	97.58	97.56	SAMN18354070	COPSAC corhot study of infant gut microbiome
M19473.1	SRR7351973	157.95	97.58	97.56	SAMN09278288	Probiotics in Pregnancy study
M19473.1	ERR525985	155.99	96.36	96.36	SAMEA2580202	Dynamics and Stabilization of the Human Gut Microbiome during the First Year of Life
M19473.1	ERR1543947	155.95	96.36	96.33	SAMEA4350113	Evaluating the Potential of using Next-Generation Sequencing for Direct Clinical Diagnostics of Faecal Samples from Patients with Diarrhoea
M19473.1	SRR12195337	155.95	96.36	96.33	SAMN15504578	STEC-spiked food
M19473.1	SRR12195338	155.95	96.36	96.33	SAMN15504577	STEC-spiked food
M19473.1	SRR12195339	155.95	96.36	96.33	SAMN15504576	STEC-spiked food
M19473.1	SRR4101293	155.95	96.36	96.33	SAMN05715930	food contamination metagenome Metagenome
M19473.1	SRR4101294	155.95	96.36	96.33	SAMN05715930	food contamination metagenome Metagenome
M19473.1	SRR4101295	155.95	96.36	96.33	SAMN05715930	food contamination metagenome Metagenome
M19473.1	SRR4101303	155.95	96.36	96.33	SAMN05715933	food contamination metagenome Metagenome
M19473.1	SRR4101305	155.95	96.36	96.33	SAMN05715933	food contamination metagenome Metagenome
M19473.1	SRR4101309	155.95	96.36	96.33	SAMN05715935	food contamination metagenome Metagenome
M19473.1	SRR6514661	155.95	96.36	96.33	SAMN08379454	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
M19473.1	SRR6514687	155.95	96.36	96.33	SAMN08379459	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
M19473.1	SRR4101304	152.04	93.94	93.91	SAMN05715933	food contamination metagenome Metagenome
