QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
MZ571121.1	SRR13760448	176.24	100.00	100.00	SAMN18016884	Antibiotic-driven intestinal dysbiosis in paediatric SBS alters microbiome functions and is associated with gut-derived blood stream infections throughout childhood
MZ571121.1	SRR15686320	174.24	98.87	98.87	SAMN21160204	Metagenomics - Survival E. coli in beach sand
MZ571121.1	SRR15686321	174.24	98.87	98.87	SAMN21160203	Metagenomics - Survival E. coli in beach sand
MZ571121.1	SRR15686322	174.24	98.87	98.87	SAMN21160202	Metagenomics - Survival E. coli in beach sand
MZ571121.1	SRR15686333	174.24	98.87	98.87	SAMN21160207	Metagenomics - Survival E. coli in beach sand
MZ571121.1	SRR10098751	152.31	86.44	86.42	SAMN12727814	Characterization of antimicrobial resistance genes in the enriched Enterobacteriaceae community of suburban mesocarnivores, stray dogs and owned dogs.
MZ571121.1	SRR10098752	114.32	64.97	64.87	SAMN12727813	Characterization of antimicrobial resistance genes in the enriched Enterobacteriaceae community of suburban mesocarnivores, stray dogs and owned dogs.
MZ571121.1	ERR5030995	94.40	53.67	53.56	SAMEA3932884	Effects of preservation and storage conditions on the fecal microbiome
MZ571121.1	ERR2243490	72.43	41.24	41.10	SAMEA3932918	Effects of preservation and storage conditions on the fecal microbiome
MZ571121.1	SRR8428046	68.77	38.98	39.02	SAMN10722590	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
MZ571121.1	SRR8126724	50.77	28.81	28.81	SAMN10340227	United States National Arboretum Microbial Observatory
MZ571121.1	SRR8126734	44.87	25.42	25.46	SAMN10340208	United States National Arboretum Microbial Observatory
MZ571121.1	SRR10212789	44.79	25.42	25.42	SAMN12877769	Retail milk metagenomics in the United States
MZ571121.1	SRR8126721	41.80	23.73	23.72	SAMN10340228	United States National Arboretum Microbial Observatory
MZ571121.1	SRR4051758	36.87	20.90	20.92	SAMN03861969	Panchlora gut microbial communities from Gamboa, Panama - Panchlora_hindgut_metagenome
MZ571121.1	ERR5024031	34.93	19.77	19.82	SAMEA3932918	Effects of preservation and storage conditions on the fecal microbiome
MZ571121.1	SRR13740006	29.95	16.95	17.00	SAMN17618834	Human gut metagenomes of healthy mothers and their children
MZ571121.1	SRR8126733	28.95	16.38	16.42	SAMN10340209	United States National Arboretum Microbial Observatory
MZ571121.1	ERR2729800	26.97	15.25	15.30	SAMEA4812170	Shotgun metagenomic sequencing of NYC raw sewage samples
MZ571121.1	SRR13739837	26.87	15.25	15.25	SAMN17619254	Human gut metagenomes of healthy mothers and their children
MZ571121.1	SRR7110579	21.56	12.43	12.23	SAMN08776114	Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin metagenome
MZ571121.1	SRR10036038	20.88	11.86	11.85	SAMN12647038	A metagenomics-enabled investigation of antimicrobial resistance in an urban watershed
MZ571121.1	SRR2177282	16.50	9.60	9.36	SAMN04001583	STEC-spiked spinach Metagenome
MZ571121.1	SRR2177286	16.50	9.60	9.36	SAMN04001584	STEC-spiked spinach Metagenome
MZ571121.1	SRR8126736	14.76	8.47	8.38	SAMN10340210	United States National Arboretum Microbial Observatory
MZ571121.1	SRR4101289	14.50	8.47	8.23	SAMN05715926	food contamination metagenome Metagenome
MZ571121.1	ERR5012945	13.98	7.91	7.93	SAMEA3932876	Effects of preservation and storage conditions on the fecal microbiome
MZ571121.1	SRR12326569	13.64	7.91	7.74	SAMN15637149	Cassava leaf microbiome and ions
MZ571121.1	SRR4101319	13.48	7.91	7.65	SAMN05715927	food contamination metagenome Metagenome
MZ571121.1	ERR738547	12.65	7.34	7.18	SAMEA3216839	Benchmark of metagenome analysis tools
MZ571121.1	SRR4101312	12.57	7.34	7.13	SAMN05715927	food contamination metagenome Metagenome
MZ571121.1	SRR4101320	12.55	7.34	7.12	SAMN05715927	food contamination metagenome Metagenome
MZ571121.1	ERR3413876	12.51	7.34	7.10	SAMEA5735801	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
MZ571121.1	SRR2177285	12.51	7.34	7.10	SAMN04001583	STEC-spiked spinach Metagenome
MZ571121.1	SRR6482687	12.51	7.34	7.10	SAMN08017836	Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.
MZ571121.1	SRR4101309	12.49	7.34	7.09	SAMN05715935	food contamination metagenome Metagenome
MZ571121.1	SRR4101321	12.48	7.34	7.08	SAMN05715928	food contamination metagenome Metagenome
MZ571121.1	SRR4051759	11.92	6.78	6.77	SAMN03861969	Panchlora gut microbial communities from Gamboa, Panama - Panchlora_hindgut_metagenome
MZ571121.1	SRR4101297	11.59	6.78	6.58	SAMN05715931	food contamination metagenome Metagenome
MZ571121.1	SRR11435968	11.50	6.78	6.53	SAMN14475166	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
MZ571121.1	SRR12711214	10.83	6.21	6.15	SAMN15870991	Metagenomic sequencing of  the digestive tract of buffalo
MZ571121.1	ERR1992808	10.83	6.21	6.14	SAMEA103954398	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
MZ571121.1	ERR2185279	10.83	6.21	6.14	SAMEA104351855	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
MZ571121.1	SRR6869086	10.82	6.21	6.14	SAMN08738623	Bovine Fecal Metagenomics During Early Life
MZ571121.1	SRR6486880	10.69	6.21	6.07	SAMN08375885	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
MZ571121.1	SRR11435963	10.51	6.21	5.96	SAMN14475171	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
MZ571121.1	SRR2177280	10.51	6.21	5.96	SAMN04001579	STEC-spiked spinach Metagenome
MZ571121.1	ERR2270961	10.51	6.21	5.96	SAMEA104549058	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
MZ571121.1	SRR11435988	10.48	6.21	5.95	SAMN14475172	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
MZ571121.1	SRR12326570	9.84	5.65	5.58	SAMN15637148	Cassava leaf microbiome and ions
MZ571121.1	SRR12326571	9.84	5.65	5.58	SAMN15637147	Cassava leaf microbiome and ions
MZ571121.1	SRR4101311	9.84	5.65	5.58	SAMN05715935	food contamination metagenome Metagenome
