QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
AM904726.1	SRR13826161	75.12	52.78	52.68	SAMN16925175	Metagenome study of patients with Budd-Chiari syndrome
AM904726.1	SRR14099373	75.12	52.78	52.68	SAMN16925175	Metagenome study of patients with Budd-Chiari syndrome
AM904726.1	SRR4425662	75.12	52.78	52.68	SAMN05597107	Composite fecal samples and WWTP biosolids Raw sequence reads
AM904726.1	SRR13517648	73.16	51.39	51.30	SAMN17521793	Metagenomics of antimicrobial and heavy metal resistance in the cecal microbiome of fattening pigs raised without antibiotics
AM904726.1	ERR3393539	72.13	50.69	50.58	SAMEA5733042	Animal gut microbiome
AM904726.1	SRR17317416	71.09	50.00	49.85	SAMN24337964	The difference between diarrhea piglets and normal piglets
AM904726.1	SRR15276870	69.84	49.31	48.98	SAMN20362750	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AM904726.1	ERR1135379	69.12	48.61	48.47	SAMEA3663206	The Pig’s other genome: a reference gene catalogue of the gut microbiome
AM904726.1	SRR15276854	68.86	48.61	48.29	SAMN20362767	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AM904726.1	ERR1135382	68.13	47.92	47.77	SAMEA3663209	The Pig’s other genome: a reference gene catalogue of the gut microbiome
AM904726.1	ERR1135385	68.13	47.92	47.77	SAMEA3663212	The Pig’s other genome: a reference gene catalogue of the gut microbiome
AM904726.1	ERR1135386	68.13	47.92	47.77	SAMEA3663213	The Pig’s other genome: a reference gene catalogue of the gut microbiome
AM904726.1	ERR1135388	68.13	47.92	47.77	SAMEA3663215	The Pig’s other genome: a reference gene catalogue of the gut microbiome
AM904726.1	SRR17317415	68.13	47.92	47.77	SAMN24337962	The difference between diarrhea piglets and normal piglets
AM904726.1	SRR7532988	68.13	47.92	47.77	SAMN09641552	panda gut metagenome raw sequence reads Raw sequence reads
AM904726.1	SRR7532989	68.13	47.92	47.77	SAMN09641551	panda gut metagenome raw sequence reads Raw sequence reads
AM904726.1	SRR4101314	67.88	47.92	47.60	SAMN05715936	food contamination metagenome Metagenome
AM904726.1	SRR8353651	67.88	47.92	47.60	SAMN10615590	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
AM904726.1	SRR6869086	66.88	47.22	46.90	SAMN08738623	Bovine Fecal Metagenomics During Early Life
AM904726.1	SRR17317414	66.14	46.53	46.38	SAMN24337966	The difference between diarrhea piglets and normal piglets
AM904726.1	SRR4101319	65.89	46.53	46.20	SAMN05715927	food contamination metagenome Metagenome
AM904726.1	SRR4101313	65.89	46.53	46.20	SAMN05715936	food contamination metagenome Metagenome
AM904726.1	SRR4101315	65.89	46.53	46.20	SAMN05715936	food contamination metagenome Metagenome
AM904726.1	SRR8353652	65.88	46.53	46.20	SAMN10615591	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
AM904726.1	SRR2177286	64.93	45.83	45.53	SAMN04001584	STEC-spiked spinach Metagenome
AM904726.1	SRR12711214	62.94	44.44	44.13	SAMN15870991	Metagenomic sequencing of  the digestive tract of buffalo
AM904726.1	SRR4101309	62.91	44.44	44.11	SAMN05715935	food contamination metagenome Metagenome
AM904726.1	ERR3153744	62.90	44.44	44.11	SAMEA5335518	The fecal microbiota has already altered in normoglycemic individuals who go on to have type 2 diabetes
AM904726.1	ERR1135221	62.18	43.75	43.60	SAMEA3663048	The Pig’s other genome: a reference gene catalogue of the gut microbiome
AM904726.1	ERR4083947	61.93	43.75	43.43	SAMEA6809521	Large scale metagenome assembly reveals novel animal-associated microbial diversity
AM904726.1	SRR12326570	61.91	43.75	43.41	SAMN15637148	Cassava leaf microbiome and ions
AM904726.1	SRR4101320	61.89	43.75	43.40	SAMN05715927	food contamination metagenome Metagenome
AM904726.1	SRR4101312	61.89	43.75	43.40	SAMN05715927	food contamination metagenome Metagenome
AM904726.1	SRR15276869	60.92	43.06	42.72	SAMN20362768	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AM904726.1	SRR12326569	60.91	43.06	42.71	SAMN15637149	Cassava leaf microbiome and ions
AM904726.1	SRR12326571	60.91	43.06	42.71	SAMN15637147	Cassava leaf microbiome and ions
AM904726.1	ERR1600642	60.39	42.36	42.34	SAMEA4385500	Using WTP diet to modulate gut microbiota to alleviate human type 2 diabetes
AM904726.1	SRR17317413	60.18	42.36	42.20	SAMN24337968	The difference between diarrhea piglets and normal piglets
AM904726.1	ERR1135383	60.18	42.36	42.20	SAMEA3663210	The Pig’s other genome: a reference gene catalogue of the gut microbiome
AM904726.1	SRR14842352	60.13	42.36	42.16	SAMN19735668	Global Canine Shotgun Microbiomes
AM904726.1	SRR4101317	60.00	42.36	42.07	SAMN05715937	food contamination metagenome Metagenome
AM904726.1	SRR4101310	59.95	42.36	42.04	SAMN05715935	food contamination metagenome Metagenome
AM904726.1	SRR11435963	59.95	42.36	42.04	SAMN14475171	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR2177282	59.95	42.36	42.04	SAMN04001583	STEC-spiked spinach Metagenome
AM904726.1	SRR2177285	59.92	42.36	42.02	SAMN04001583	STEC-spiked spinach Metagenome
AM904726.1	SRR6482687	59.92	42.36	42.02	SAMN08017836	Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.
AM904726.1	SRR17241854	59.91	42.36	42.01	SAMN23969020	Gut microbiome in obese children treated with butyrate
AM904726.1	SRR6667573	59.90	42.36	42.00	SAMN08457752	Metagenomes of produce spiked with E.coli
AM904726.1	SRR4425697	59.17	41.67	41.49	SAMN05597123	Composite fecal samples and WWTP biosolids Raw sequence reads
AM904726.1	SRR4101318	59.01	41.67	41.38	SAMN05715937	food contamination metagenome Metagenome
AM904726.1	SRR4101311	58.96	41.67	41.34	SAMN05715935	food contamination metagenome Metagenome
AM904726.1	SRR2164314	58.93	41.67	41.32	SAMN03983345	Fecal suspension - 2011 E coli outbreak Raw sequence reads
AM904726.1	SRR12711160	58.92	41.67	41.32	SAMN15871213	Metagenomic sequencing of  the digestive tract of buffalo
AM904726.1	SRR5866502	58.02	40.97	40.68	SAMN07414389	Whole-Grain rich diet cross-over study
AM904726.1	SRR8856338	57.96	40.97	40.64	SAMN11345975	Breccia  Pipe U Claim Borehole WT-29A subsurface metagenome
AM904726.1	ERR2270961	57.93	40.97	40.62	SAMEA104549058	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
AM904726.1	SRR4101324	57.93	40.97	40.62	SAMN05715929	food contamination metagenome Metagenome
AM904726.1	SRR15276868	57.92	40.97	40.62	SAMN20362769	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AM904726.1	SRR6514656	57.91	40.97	40.61	SAMN08379451	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
AM904726.1	SRR6869083	56.98	40.28	39.95	SAMN08738620	Bovine Fecal Metagenomics During Early Life
AM904726.1	SRR11435987	56.96	40.28	39.94	SAMN14475173	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR11435978	56.94	40.28	39.93	SAMN14475164	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR11435966	56.94	40.28	39.93	SAMN14475168	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR4101298	56.94	40.28	39.93	SAMN05715931	food contamination metagenome Metagenome
AM904726.1	SRR4101306	56.93	40.28	39.92	SAMN05715934	food contamination metagenome Metagenome
AM904726.1	SRR4101321	55.99	39.58	39.26	SAMN05715928	food contamination metagenome Metagenome
AM904726.1	ERR738549	55.99	39.58	39.26	SAMEA3216841	Benchmark of metagenome analysis tools
AM904726.1	ERR738547	55.96	39.58	39.24	SAMEA3216839	Benchmark of metagenome analysis tools
AM904726.1	SRR11435968	55.95	39.58	39.24	SAMN14475166	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR11435969	55.95	39.58	39.23	SAMN14475165	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR2177280	55.95	39.58	39.23	SAMN04001579	STEC-spiked spinach Metagenome
AM904726.1	SRR4101289	55.95	39.58	39.23	SAMN05715926	food contamination metagenome Metagenome
AM904726.1	SRR11435988	55.94	39.58	39.23	SAMN14475172	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR4101307	55.94	39.58	39.23	SAMN05715934	food contamination metagenome Metagenome
AM904726.1	SRR4101301	55.94	39.58	39.22	SAMN05715926	food contamination metagenome Metagenome
AM904726.1	SRR6486880	55.93	39.58	39.22	SAMN08375885	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AM904726.1	ERR2270960	55.93	39.58	39.22	SAMEA104549057	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
AM904726.1	SRR15276860	55.93	39.58	39.22	SAMN20362752	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AM904726.1	SRR14780121	55.93	39.58	39.22	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
AM904726.1	SRR4101297	55.93	39.58	39.22	SAMN05715931	food contamination metagenome Metagenome
AM904726.1	SRR6486879	55.93	39.58	39.22	SAMN08375886	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AM904726.1	ERR1992808	55.06	38.89	38.61	SAMEA103954398	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
AM904726.1	ERR2185279	55.06	38.89	38.61	SAMEA104351855	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
AM904726.1	SRR12195334	54.95	38.89	38.53	SAMN15504566	STEC-spiked food
AM904726.1	SRR12710959	54.95	38.89	38.53	SAMN15870917	Metagenomic sequencing of  the digestive tract of buffalo
AM904726.1	ERR3085829	54.95	38.89	38.53	SAMEA104403803	RLBUHT_Cdiff
AM904726.1	ERR3413876	54.95	38.89	38.53	SAMEA5735801	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
AM904726.1	SRR4101296	54.94	38.89	38.52	SAMN05715931	food contamination metagenome Metagenome
AM904726.1	SRR4101299	54.94	38.89	38.52	SAMN05715932	food contamination metagenome Metagenome
AM904726.1	ERR2597327	54.40	38.19	38.14	SAMEA4688841	VETII samples
AM904726.1	ERR2020037	54.27	38.19	38.05	SAMEA104144127	We studied the effect of different zinc sources on the intestinal microbiome in weaned pigs
AM904726.1	SRR4018491	54.02	38.19	37.88	SAMN05442509	freshwater metagenome Raw sequence reads
AM904726.1	SRR4101323	54.00	38.19	37.87	SAMN05715928	food contamination metagenome Metagenome
AM904726.1	SRR12711224	53.96	38.19	37.84	SAMN15870982	Metagenomic sequencing of  the digestive tract of buffalo
AM904726.1	SRR12711477	53.96	38.19	37.84	SAMN15870925	Metagenomic sequencing of  the digestive tract of buffalo
AM904726.1	SRR11435990	53.96	38.19	37.84	SAMN14475162	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR11435985	53.96	38.19	37.84	SAMN14475175	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR8354042	53.95	38.19	37.83	SAMN10615885	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
AM904726.1	ERR2182604	53.94	38.19	37.82	SAMEA104359694	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
AM904726.1	SRR4101308	53.94	38.19	37.82	SAMN05715934	food contamination metagenome Metagenome
AM904726.1	SRR6486883	53.94	38.19	37.82	SAMN08375884	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AM904726.1	SRR15276864	53.07	37.50	37.21	SAMN20362773	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AM904726.1	ERR738548	53.01	37.50	37.17	SAMEA3216840	Benchmark of metagenome analysis tools
AM904726.1	ERR321622	53.01	37.50	37.17	SAMEA2145815	Richness of human gut microbiome correlates with metabolic markers
AM904726.1	SRR12711225	53.01	37.50	37.17	SAMN15870981	Metagenomic sequencing of  the digestive tract of buffalo
AM904726.1	SRR4101322	53.00	37.50	37.17	SAMN05715928	food contamination metagenome Metagenome
AM904726.1	SRR12710916	53.00	37.50	37.17	SAMN15870962	Metagenomic sequencing of  the digestive tract of buffalo
AM904726.1	SRR12711466	52.99	37.50	37.16	SAMN15870926	Metagenomic sequencing of  the digestive tract of buffalo
AM904726.1	SRR12195332	52.97	37.50	37.14	SAMN15504568	STEC-spiked food
AM904726.1	SRR11435989	52.97	37.50	37.14	SAMN14475163	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	ERR3413877	52.97	37.50	37.14	SAMEA5735802	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
AM904726.1	SRR2177357	52.96	37.50	37.14	SAMN04001591	STEC-spiked spinach Metagenome
AM904726.1	SRR12195333	52.96	37.50	37.14	SAMN15504567	STEC-spiked food
AM904726.1	SRR7229774	52.96	37.50	37.14	SAMN09269258	Complete Genome Sequence of New Type Shiga toxin-producing Escherichia coli O157:H7 Phage vB_EcoM-Sa157w3YLVW
AM904726.1	ERR3413879	52.96	37.50	37.14	SAMEA5735804	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
AM904726.1	SRR4101292	52.96	37.50	37.14	SAMN05715929	food contamination metagenome Metagenome
AM904726.1	SRR6486890	52.96	37.50	37.14	SAMN08375879	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AM904726.1	SRR10692160	52.06	36.81	36.51	SAMN13246266	human gut metagenome Metagenome
AM904726.1	SRR8784357	52.05	36.81	36.50	SAMN11252265	Metagenomic sequencing of stool samples from Ethiopian individuals
AM904726.1	SRR7658622	52.03	36.81	36.48	SAMN09781734	Metagenomic sequencing of stool samples from rural communities from north-eastern Madagascar
AM904726.1	SRR4101294	52.01	36.81	36.47	SAMN05715930	food contamination metagenome Metagenome
AM904726.1	SRR4101295	52.01	36.81	36.47	SAMN05715930	food contamination metagenome Metagenome
AM904726.1	SRR4018490	52.00	36.81	36.46	SAMN05442508	freshwater metagenome Raw sequence reads
AM904726.1	SRR2000383	51.97	36.81	36.45	SAMN03569081	Fecal suspension - 2011 E coli outbreak Raw sequence reads
AM904726.1	ERR3413878	51.97	36.81	36.44	SAMEA5735803	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
AM904726.1	SRR11435964	51.97	36.81	36.44	SAMN14475170	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR11435965	51.97	36.81	36.44	SAMN14475169	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR11435986	51.97	36.81	36.44	SAMN14475174	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AM904726.1	SRR12195329	51.97	36.81	36.44	SAMN15504571	STEC-spiked food
AM904726.1	SRR12195330	51.97	36.81	36.44	SAMN15504570	STEC-spiked food
AM904726.1	SRR12195331	51.97	36.81	36.44	SAMN15504569	STEC-spiked food
AM904726.1	SRR12195335	51.97	36.81	36.44	SAMN15504565	STEC-spiked food
