QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
X07865.1	SRR2177286	154.39	94.05	94.10	SAMN04001584	STEC-spiked spinach Metagenome
X07865.1	SRR4101289	154.39	94.05	94.10	SAMN05715926	food contamination metagenome Metagenome
X07865.1	SRR8354042	154.39	94.05	94.10	SAMN10615885	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
X07865.1	ERR3085829	153.39	93.45	93.49	SAMEA104403803	RLBUHT_Cdiff
X07865.1	ERR3413876	153.39	93.45	93.49	SAMEA5735801	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
X07865.1	ERR3413877	153.39	93.45	93.49	SAMEA5735802	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
X07865.1	ERR3413878	153.39	93.45	93.49	SAMEA5735803	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
X07865.1	ERR3413879	153.39	93.45	93.49	SAMEA5735804	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
X07865.1	SRR11435963	153.39	93.45	93.49	SAMN14475171	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435964	153.39	93.45	93.49	SAMN14475170	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435965	153.39	93.45	93.49	SAMN14475169	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435966	153.39	93.45	93.49	SAMN14475168	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435968	153.39	93.45	93.49	SAMN14475166	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435969	153.39	93.45	93.49	SAMN14475165	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435978	153.39	93.45	93.49	SAMN14475164	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435985	153.39	93.45	93.49	SAMN14475175	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435987	153.39	93.45	93.49	SAMN14475173	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435988	153.39	93.45	93.49	SAMN14475172	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR11435989	153.39	93.45	93.49	SAMN14475163	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
X07865.1	SRR12195329	153.39	93.45	93.49	SAMN15504571	STEC-spiked food
X07865.1	SRR12195330	153.39	93.45	93.49	SAMN15504570	STEC-spiked food
X07865.1	SRR12195331	153.39	93.45	93.49	SAMN15504569	STEC-spiked food
X07865.1	SRR12195332	153.39	93.45	93.49	SAMN15504568	STEC-spiked food
X07865.1	SRR12195333	153.39	93.45	93.49	SAMN15504567	STEC-spiked food
X07865.1	SRR12195334	153.39	93.45	93.49	SAMN15504566	STEC-spiked food
X07865.1	SRR12195335	153.39	93.45	93.49	SAMN15504565	STEC-spiked food
X07865.1	SRR12195343	153.39	93.45	93.49	SAMN15504564	STEC-spiked food
X07865.1	SRR12195344	153.39	93.45	93.49	SAMN15504563	STEC-spiked food
X07865.1	SRR14780121	153.39	93.45	93.49	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
X07865.1	SRR1523528	153.39	93.45	93.49	SAMN02929927	Human saliva, creek water, and synthetic metagenomic samples used in selective DNA isolation using restriction enzymes
X07865.1	SRR2177250	153.39	93.45	93.49	SAMN04001579	STEC-spiked spinach Metagenome
X07865.1	SRR2177280	153.39	93.45	93.49	SAMN04001579	STEC-spiked spinach Metagenome
X07865.1	SRR2177282	153.39	93.45	93.49	SAMN04001583	STEC-spiked spinach Metagenome
X07865.1	SRR2177283	153.39	93.45	93.49	SAMN04001575	STEC-spiked spinach Metagenome
X07865.1	SRR2177285	153.39	93.45	93.49	SAMN04001583	STEC-spiked spinach Metagenome
X07865.1	SRR2177288	153.39	93.45	93.49	SAMN04001591	STEC-spiked spinach Metagenome
X07865.1	SRR2177357	153.39	93.45	93.49	SAMN04001591	STEC-spiked spinach Metagenome
X07865.1	SRR4101290	153.39	93.45	93.49	SAMN05715926	food contamination metagenome Metagenome
X07865.1	SRR4101291	153.39	93.45	93.49	SAMN05715929	food contamination metagenome Metagenome
X07865.1	SRR4101292	153.39	93.45	93.49	SAMN05715929	food contamination metagenome Metagenome
X07865.1	SRR4101301	153.39	93.45	93.49	SAMN05715926	food contamination metagenome Metagenome
X07865.1	SRR4101312	153.39	93.45	93.49	SAMN05715927	food contamination metagenome Metagenome
X07865.1	SRR4101319	153.39	93.45	93.49	SAMN05715927	food contamination metagenome Metagenome
