QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
MZ229604.1	SRR7110579	28.73	21.97	21.87	SAMN08776114	Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin metagenome
MZ229604.1	SRR11435969	18.73	14.39	14.26	SAMN14475165	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
MZ229604.1	ERR3153744	18.70	14.39	14.24	SAMEA5335518	The fecal microbiota has already altered in normoglycemic individuals who go on to have type 2 diabetes
MZ229604.1	SRR4101309	17.73	13.64	13.50	SAMN05715935	food contamination metagenome Metagenome
MZ229604.1	ERR525753	16.77	12.88	12.77	SAMEA2579970	Dynamics and Stabilization of the Human Gut Microbiome during the First Year of Life
MZ229604.1	SRR4101321	16.74	12.88	12.75	SAMN05715928	food contamination metagenome Metagenome
MZ229604.1	SRR11435987	16.74	12.88	12.75	SAMN14475173	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
MZ229604.1	SRR14780121	16.73	12.88	12.74	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
MZ229604.1	SRR2177282	16.72	12.88	12.73	SAMN04001583	STEC-spiked spinach Metagenome
MZ229604.1	SRR15276854	16.72	12.88	12.73	SAMN20362767	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
MZ229604.1	SRR4101312	16.72	12.88	12.73	SAMN05715927	food contamination metagenome Metagenome
MZ229604.1	SRR4101319	16.72	12.88	12.73	SAMN05715927	food contamination metagenome Metagenome
MZ229604.1	SRR6869086	16.71	12.88	12.72	SAMN08738623	Bovine Fecal Metagenomics During Early Life
MZ229604.1	SRR11941643	15.77	12.12	12.01	SAMN15156483	Multi-donor FMT to treat adolescents with severe obesity (The Gut Bugs Trial)
MZ229604.1	SRR2177286	15.74	12.12	11.98	SAMN04001584	STEC-spiked spinach Metagenome
MZ229604.1	SRR4101320	15.73	12.12	11.98	SAMN05715927	food contamination metagenome Metagenome
MZ229604.1	SRR4101314	15.73	12.12	11.97	SAMN05715936	food contamination metagenome Metagenome
MZ229604.1	SRR11435968	15.72	12.12	11.97	SAMN14475166	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
MZ229604.1	SRR6486880	15.72	12.12	11.97	SAMN08375885	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
MZ229604.1	SRR15276870	15.72	12.12	11.97	SAMN20362750	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
MZ229604.1	ERR912057	14.79	11.36	11.26	SAMEA3449252	Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome
MZ229604.1	SRR17317416	14.79	11.36	11.26	SAMN24337964	The difference between diarrhea piglets and normal piglets
MZ229604.1	SRR4425662	14.79	11.36	11.26	SAMN05597107	Composite fecal samples and WWTP biosolids Raw sequence reads
MZ229604.1	SRR10098752	14.78	11.36	11.26	SAMN12727813	Characterization of antimicrobial resistance genes in the enriched Enterobacteriaceae community of suburban mesocarnivores, stray dogs and owned dogs.
MZ229604.1	ERR3450712	14.77	11.36	11.25	SAMEA5814004	Whole shotgun metagenomic sequencing for 1,004 individuals belonging to the TwinsUK cohort.  Supporting data for: Visconti et al, Interplay between the human gut microbiome and host metabolism
MZ229604.1	SRR17317415	14.76	11.36	11.24	SAMN24337962	The difference between diarrhea piglets and normal piglets
MZ229604.1	SRR7532988	14.76	11.36	11.24	SAMN09641552	panda gut metagenome raw sequence reads Raw sequence reads
MZ229604.1	ERR1992808	14.74	11.36	11.22	SAMEA103954398	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
MZ229604.1	ERR2185279	14.74	11.36	11.22	SAMEA104351855	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
MZ229604.1	ERR2270961	14.74	11.36	11.22	SAMEA104549058	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
MZ229604.1	SRR12195335	14.74	11.36	11.22	SAMN15504565	STEC-spiked food
MZ229604.1	SRR4101297	14.74	11.36	11.22	SAMN05715931	food contamination metagenome Metagenome
MZ229604.1	SRR4101296	14.73	11.36	11.22	SAMN05715931	food contamination metagenome Metagenome
MZ229604.1	ERR3413879	14.73	11.36	11.22	SAMEA5735804	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
MZ229604.1	SRR2177285	14.73	11.36	11.22	SAMN04001583	STEC-spiked spinach Metagenome
MZ229604.1	SRR6482687	14.73	11.36	11.22	SAMN08017836	Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.
MZ229604.1	SRR4101324	14.73	11.36	11.22	SAMN05715929	food contamination metagenome Metagenome
MZ229604.1	SRR4101289	14.73	11.36	11.21	SAMN05715926	food contamination metagenome Metagenome
MZ229604.1	SRR4101306	14.73	11.36	11.21	SAMN05715934	food contamination metagenome Metagenome
MZ229604.1	SRR6514656	14.72	11.36	11.21	SAMN08379451	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
MZ229604.1	SRR4101313	14.72	11.36	11.21	SAMN05715936	food contamination metagenome Metagenome
MZ229604.1	SRR12875514	13.79	10.61	10.50	SAMN16513441	Gut microbiome is associated with exercise tolerance of resected early-stage lung cancer patients
MZ229604.1	ERR3004221	13.78	10.61	10.49	SAMEA4813778	KOALA cohort metagenome study
MZ229604.1	ERR4564087	13.78	10.61	10.49	SAMEA7288503	Imidazole propionate is increased in diabetes and associated with dietary patterns and altered microbial ecology
MZ229604.1	ERR4571477	13.78	10.61	10.49	SAMEA7294535	Genomic insights into adaptations of TMA-utilizing methanogens to diverse habitats including the human gut
MZ229604.1	ERR4616330	13.78	10.61	10.49	SAMEA7332299	TwinUK cohort
MZ229604.1	ERR4616331	13.78	10.61	10.49	SAMEA7332299	TwinUK cohort
MZ229604.1	SRR11830676	13.78	10.61	10.49	SAMN14511341	Metatranscriptome of enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen6, Rep 1, Penicillin and Streptomycin
MZ229604.1	SRR11830715	13.78	10.61	10.49	SAMN14511597	Metatranscriptome of enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen9, Rep 1, Penicillin and Streptomycin
MZ229604.1	SRR7227920	13.78	10.61	10.49	SAMN09272168	Effect of bariatric surgery on the faecal metagenome
MZ229604.1	SRR4101311	13.75	10.61	10.47	SAMN05715935	food contamination metagenome Metagenome
MZ229604.1	SRR4101310	13.75	10.61	10.47	SAMN05715935	food contamination metagenome Metagenome
MZ229604.1	ERR3413878	13.74	10.61	10.46	SAMEA5735803	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
MZ229604.1	SRR2177288	13.74	10.61	10.46	SAMN04001591	STEC-spiked spinach Metagenome
MZ229604.1	SRR11435988	13.74	10.61	10.46	SAMN14475172	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
MZ229604.1	SRR11435978	13.74	10.61	10.46	SAMN14475164	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
MZ229604.1	SRR12326571	13.74	10.61	10.46	SAMN15637147	Cassava leaf microbiome and ions
MZ229604.1	ERR3413876	13.74	10.61	10.46	SAMEA5735801	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
MZ229604.1	SRR15276868	13.74	10.61	10.46	SAMN20362769	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
MZ229604.1	SRR4425658	13.74	10.61	10.46	SAMN05597113	Composite fecal samples and WWTP biosolids Raw sequence reads
MZ229604.1	ERR2270960	13.74	10.61	10.46	SAMEA104549057	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
MZ229604.1	ERR3413877	13.74	10.61	10.46	SAMEA5735802	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
MZ229604.1	SRR11435989	13.74	10.61	10.46	SAMN14475163	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
MZ229604.1	SRR4101307	13.74	10.61	10.46	SAMN05715934	food contamination metagenome Metagenome
MZ229604.1	SRR8354042	13.74	10.61	10.46	SAMN10615885	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
MZ229604.1	SRR11435966	13.73	10.61	10.46	SAMN14475168	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
