QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
AY170851.1	SRR12326569	118.44	95.97	95.96	SAMN15637149	Cassava leaf microbiome and ions
AY170851.1	SRR12326570	118.44	95.97	95.96	SAMN15637148	Cassava leaf microbiome and ions
AY170851.1	SRR12326571	118.44	95.97	95.96	SAMN15637147	Cassava leaf microbiome and ions
AY170851.1	SRR15276857	116.44	94.35	94.34	SAMN20362755	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AY170851.1	SRR15276868	91.46	74.19	74.10	SAMN20362769	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AY170851.1	SRR7658677	89.57	72.58	72.57	SAMN09781742	Metagenomic sequencing of stool samples from rural communities from north-eastern Madagascar
AY170851.1	SRR14842348	64.67	52.42	52.40	SAMN19735734	Global Canine Shotgun Microbiomes
AY170851.1	SRR14626405	41.84	33.87	33.90	SAMN19312602	The composition of gut microbiota in biliary atresia
AY170851.1	SRR14842352	37.58	30.65	30.45	SAMN19735668	Global Canine Shotgun Microbiomes
AY170851.1	SRR6869085	34.84	28.23	28.23	SAMN08738622	Bovine Fecal Metagenomics During Early Life
AY170851.1	SRR13318299	30.56	25.00	24.76	SAMN17171409	Netherland Travelers
AY170851.1	SRR15276862	29.67	24.19	24.04	SAMN20362775	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AY170851.1	ERR2739246	29.55	24.19	23.94	SAMEA4833149	Culture-enriched human gut microbiomes reveal core and accessory resistance genes
AY170851.1	ERR2739245	27.55	22.58	22.32	SAMEA4833149	Culture-enriched human gut microbiomes reveal core and accessory resistance genes
AY170851.1	SRR5679045	26.90	21.77	21.80	SAMN06685516	Farm metagenomes conventional and organic
AY170851.1	ERR2739236	26.57	21.77	21.52	SAMEA4833145	Culture-enriched human gut microbiomes reveal core and accessory resistance genes
AY170851.1	ERR2739244	26.57	21.77	21.52	SAMEA4833149	Culture-enriched human gut microbiomes reveal core and accessory resistance genes
AY170851.1	ERR3405069	26.57	21.77	21.52	SAMEA5617730	Early_life_microbiota_colonisation
AY170851.1	ERR636354	26.57	21.77	21.52	SAMEA2784453	Influence of travel on antibiotic resistance
AY170851.1	SRR11941643	26.57	21.77	21.52	SAMN15156483	Multi-donor FMT to treat adolescents with severe obesity (The Gut Bugs Trial)
AY170851.1	SRR12875514	26.57	21.77	21.52	SAMN16513441	Gut microbiome is associated with exercise tolerance of resected early-stage lung cancer patients
AY170851.1	SRR5273912	26.57	21.77	21.52	SAMN06350202	Mother-infant microbiome vertical transmission
AY170851.1	SRR7723001	26.57	21.77	21.52	SAMN09863745	Influence of early environmental factors on the establishment and development of gut microbiome composition and function and metabolomics profiles in infants at-risk of celiac disease
AY170851.1	ERR912057	26.55	21.77	21.51	SAMEA3449252	Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome
AY170851.1	SRR5866558	25.60	20.97	20.75	SAMN07414360	Whole-Grain rich diet cross-over study
AY170851.1	SRR15276854	25.60	20.97	20.74	SAMN20362767	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AY170851.1	ERR3004221	25.59	20.97	20.73	SAMEA4813778	KOALA cohort metagenome study
AY170851.1	ERR2239131	25.57	20.97	20.72	SAMEA3608722	American Gut Project
AY170851.1	ERR2242004	25.57	20.97	20.72	SAMEA3608722	American Gut Project
AY170851.1	SRR17241864	25.57	20.97	20.72	SAMN23969011	Gut microbiome in obese children treated with butyrate
AY170851.1	SRR2177280	25.56	20.97	20.71	SAMN04001579	STEC-spiked spinach Metagenome
AY170851.1	SRR2177285	25.56	20.97	20.71	SAMN04001583	STEC-spiked spinach Metagenome
AY170851.1	SRR6482687	25.56	20.97	20.71	SAMN08017836	Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.
AY170851.1	SRR5866559	24.61	20.16	19.94	SAMN07414361	Whole-Grain rich diet cross-over study
AY170851.1	ERR2238585	24.59	20.16	19.93	SAMEA3608722	American Gut Project
AY170851.1	ERR3406244	24.59	20.16	19.93	SAMEA5616932	Early_life_microbiota_colonisation
AY170851.1	SRR5127692	24.59	20.16	19.92	SAMN06110442	Gut microbial interactions with the inflammatory cytokine production capacity
AY170851.1	SRR2177286	24.57	20.16	19.91	SAMN04001584	STEC-spiked spinach Metagenome
