QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
L11079.1	SRR15276854	131.58	90.54	90.67	SAMN20362767	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
L11079.1	SRR4101320	131.32	90.54	90.49	SAMN05715927	food contamination metagenome Metagenome
L11079.1	SRR4101312	130.32	89.86	89.81	SAMN05715927	food contamination metagenome Metagenome
L11079.1	SRR4101319	129.48	89.19	89.23	SAMN05715927	food contamination metagenome Metagenome
L11079.1	SRR6667573	128.48	88.51	88.54	SAMN08457752	Metagenomes of produce spiked with E.coli
L11079.1	SRR12711160	127.50	87.84	87.87	SAMN15871213	Metagenomic sequencing of  the digestive tract of buffalo
L11079.1	ERR4083947	126.51	87.16	87.18	SAMEA6809521	Large scale metagenome assembly reveals novel animal-associated microbial diversity
L11079.1	ERR3085829	124.52	85.81	85.81	SAMEA104403803	RLBUHT_Cdiff
L11079.1	SRR4101321	122.58	84.46	84.48	SAMN05715928	food contamination metagenome Metagenome
L11079.1	SRR6514656	122.51	84.46	84.42	SAMN08379451	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
L11079.1	SRR15276870	121.79	83.78	83.93	SAMN20362750	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
L11079.1	SRR4101323	121.60	83.78	83.80	SAMN05715928	food contamination metagenome Metagenome
L11079.1	SRR4101324	121.39	83.78	83.65	SAMN05715929	food contamination metagenome Metagenome
L11079.1	SRR4101309	121.39	83.78	83.65	SAMN05715935	food contamination metagenome Metagenome
L11079.1	ERR321622	120.60	83.11	83.11	SAMEA2145815	Richness of human gut microbiome correlates with metabolic markers
L11079.1	SRR4101322	120.60	83.11	83.11	SAMN05715928	food contamination metagenome Metagenome
L11079.1	SRR15276868	119.79	82.43	82.55	SAMN20362769	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
L11079.1	SRR12711225	119.62	82.43	82.43	SAMN15870981	Metagenomic sequencing of  the digestive tract of buffalo
L11079.1	SRR8353651	118.64	81.76	81.76	SAMN10615590	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
L11079.1	ERR3153744	118.40	81.76	81.59	SAMEA5335518	The fecal microbiota has already altered in normoglycemic individuals who go on to have type 2 diabetes
L11079.1	SRR8353652	116.81	80.41	80.50	SAMN10615591	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
L11079.1	SRR17241854	115.54	79.73	79.63	SAMN23969020	Gut microbiome in obese children treated with butyrate
L11079.1	SRR4101311	114.87	79.05	79.16	SAMN05715935	food contamination metagenome Metagenome
L11079.1	SRR4101314	114.83	79.05	79.14	SAMN05715936	food contamination metagenome Metagenome
L11079.1	SRR8856338	114.82	79.05	79.13	SAMN11345975	Breccia  Pipe U Claim Borehole WT-29A subsurface metagenome
L11079.1	SRR4101313	114.68	79.05	79.03	SAMN05715936	food contamination metagenome Metagenome
L11079.1	ERR738547	114.45	79.05	78.87	SAMEA3216839	Benchmark of metagenome analysis tools
L11079.1	SRR2177286	114.42	79.05	78.85	SAMN04001584	STEC-spiked spinach Metagenome
L11079.1	SRR4101315	113.69	78.38	78.34	SAMN05715936	food contamination metagenome Metagenome
L11079.1	ERR2270961	113.42	78.38	78.16	SAMEA104549058	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
L11079.1	SRR14780121	113.41	78.38	78.16	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
L11079.1	SRR12326571	113.41	78.38	78.16	SAMN15637147	Cassava leaf microbiome and ions
L11079.1	SRR12326569	112.67	77.70	77.65	SAMN15637149	Cassava leaf microbiome and ions
L11079.1	SRR12326570	112.67	77.70	77.65	SAMN15637148	Cassava leaf microbiome and ions
L11079.1	SRR6869086	112.46	77.70	77.50	SAMN08738623	Bovine Fecal Metagenomics During Early Life
L11079.1	SRR2177285	112.44	77.70	77.49	SAMN04001583	STEC-spiked spinach Metagenome
L11079.1	SRR4101310	111.88	77.03	77.10	SAMN05715935	food contamination metagenome Metagenome
L11079.1	SRR6482687	111.70	77.03	76.98	SAMN08017836	Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.
L11079.1	ERR738549	111.67	77.03	76.96	SAMEA3216841	Benchmark of metagenome analysis tools
L11079.1	SRR4101294	111.55	77.03	76.87	SAMN05715930	food contamination metagenome Metagenome
L11079.1	SRR4101295	110.55	76.35	76.19	SAMN05715930	food contamination metagenome Metagenome
L11079.1	SRR2177280	110.45	76.35	76.11	SAMN04001579	STEC-spiked spinach Metagenome
L11079.1	SRR11435978	110.45	76.35	76.11	SAMN14475164	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
L11079.1	SRR11435988	110.43	76.35	76.10	SAMN14475172	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
L11079.1	SRR4101296	110.43	76.35	76.10	SAMN05715931	food contamination metagenome Metagenome
L11079.1	SRR4101297	110.43	76.35	76.10	SAMN05715931	food contamination metagenome Metagenome
L11079.1	SRR4101293	109.71	75.68	75.60	SAMN05715930	food contamination metagenome Metagenome
L11079.1	ERR2270960	109.69	75.68	75.59	SAMEA104549057	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
L11079.1	SRR4101307	109.69	75.68	75.59	SAMN05715934	food contamination metagenome Metagenome
L11079.1	SRR2177357	109.45	75.68	75.43	SAMN04001591	STEC-spiked spinach Metagenome
L11079.1	SRR4101289	109.45	75.68	75.43	SAMN05715926	food contamination metagenome Metagenome
L11079.1	SRR4101298	109.43	75.68	75.41	SAMN05715931	food contamination metagenome Metagenome
L11079.1	SRR4101306	109.43	75.68	75.41	SAMN05715934	food contamination metagenome Metagenome
L11079.1	SRR6486880	109.43	75.68	75.41	SAMN08375885	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
L11079.1	SRR12710916	108.89	75.00	75.04	SAMN15870962	Metagenomic sequencing of  the digestive tract of buffalo
L11079.1	SRR15276860	108.84	75.00	75.00	SAMN20362752	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
L11079.1	SRR2164314	108.70	75.00	74.91	SAMN03983345	Fecal suspension - 2011 E coli outbreak Raw sequence reads
L11079.1	SRR4101308	108.70	75.00	74.91	SAMN05715934	food contamination metagenome Metagenome
L11079.1	SRR12195334	108.61	75.00	74.84	SAMN15504566	STEC-spiked food
L11079.1	SRR11435966	108.60	75.00	74.84	SAMN14475168	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
L11079.1	SRR4101299	108.59	75.00	74.83	SAMN05715932	food contamination metagenome Metagenome
L11079.1	SRR11435987	108.45	75.00	74.74	SAMN14475173	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
L11079.1	SRR2177282	108.45	75.00	74.74	SAMN04001583	STEC-spiked spinach Metagenome
